COMISI?ÙN NACIONAL DEL AGUA,,,,,
15/02/2000,0,5.21,34,11,
16/02/2000,0,5.14,35,10,
17/02/2000,0,7.11,35,11,
18/02/2000,0,3.9,34,14,
19/02/2000,0,3.85,29,12,
20/02/2000,0,3.8,29,12,
21/02/2000,0,4,29,12,
22/02/2000,0,4.6,32,11,
23/02/2000,0,4.5,33,13,
24/02/2000,0.01,3.9,33,12,
25/02/2000,0.8,5.1,35,14,
26/02/2000,0,5.47,35,13,
27/02/2000,0,5.58,36,10,
28/02/2000,0,5.85,31,10,
29/02/2000,0,4.35,34,11,
1/3/2000,0,4.55,35,10,
2/3/2000,0,4.55,34,10,
3/3/2000,0,6.55,36,11,
4/3/2000,0,3.88,36,11,
5/3/2000,0.5,4.37,35,11,
6/3/2000,0,6,32.5,14,
7/3/2000,0,5.7,32,14,
8/3/2000,0,4.9,32,14,
9/3/2000,0,5,36,13,
10/3/2000,0,8,36,13,
11/3/2000,0,5.6,32,12,
12/3/2000,0.01,6.5,27,13,
13/03/2000,0,3.7,32,10,
14/03/2000,0,6.66,33,12,
15/03/2000,0,5.33,32,13,
16/03/2000,0,6.12,34,13,
17/03/2000,0,6.12,34,14,
18/03/2000,0,8.43,34,12,
19/03/2000,0,8.57,35,12,
20/03/2000,0,9,35,12,
21/03/2000,0,8,37,15,
22/03/2000,0,5.55,35,17,
23/03/2000,0,5.9,36,16,
24/03/2000,0,5.9,35,18,
25/03/2000,0,5.85,36,18,
26/03/2000,0,6.15,37,16,
27/03/2000,0,8.1,37,15,
28/03/2000,0,8,37,16,
29/03/2000,0,7.6,38,16,
30/03/2000,0,8.45,37,16,
31/03/2000,0,9.45,38,16,
1/4/2000,0,8.42,35,16,
2/4/2000,0,9.48,36,15,
3/4/2000,0,7.9,36,16,
4/4/2000,0,5.85,23,15,
5/4/2000,0,7,33,12,
6/4/2000,0,7.32,35,13,
7/4/2000,0,7.35,35,12,
8/4/2000,0,7.28,25,12,
9/4/2000,0,7.5,29,14,
10/4/2000,0.01,5.4,35,14,
11/4/2000,0.01,5.7,35,15,
12/4/2000,0,7.5,35,16,
13/04/2000,0,6.85,36,17,
14/04/2000,0,7,36,13,
15/04/2000,0,6.93,36,12,
16/04/2000,0,6.97,37,13,
17/04/2000,0,6.96,36,14,
18/04/2000,0,8.09,37,15,
19/04/2000,0,8.65,38.5,16,
20/04/2000,0,7.68,39,16,
21/04/2000,0,7.67,37,16,
22/04/2000,0,8.15,35,15,
23/04/2000,0,8.05,39,14,
24/04/2000,0,8.5,38,17,
25/04/2000,0,6.9,37,17,
26/04/2000,0,7.4,35,16,
27/04/2000,2.7,4.8,33,18,
28/04/2000,10,5.5,35,15,
29/04/2000,0,4.75,34,14,
30/04/2000,1.5,6.15,36,15,
1/5/2000,0,6.5,36,14,
2/5/2000,0,4.3,37,14,
3/5/2000,15.3,8.98,34,16,
4/5/2000,6.9,5.47,34,15,
5/5/2000,5.5,3.45,30,16,
6/5/2000,32.5,11.1,34,15,
7/5/2000,0,4.7,33,15,
8/5/2000,0,3.8,31,16,
9/5/2000,0,6.35,35,16,
10/5/2000,0,7.77,38,17,
11/5/2000,0,7.45,38,18,
12/5/2000,0,5.8,38,19,
13/05/2000,0,6.9,35,19,
14/05/2000,0,5.45,32,18,
15/05/2000,0,6.85,31,14,
16/05/2000,0,5.75,32,14,
17/05/2000,0,5.4,38,14,
18/05/2000,0,4.5,37,14,
19/05/2000,0.01,3.8,37,18,
20/05/2000,7.5,12.05,33,18,
21/05/2000,0,5.55,37,16,
22/05/2000,0,5.1,32,16,
23/05/2000,0,8.1,36,19,
24/05/2000,0.01,7.6,29,19,
25/05/2000,0,6,37,22,
26/05/2000,0,7.77,37,22,
27/05/2000,0,5.95,35,20,
28/05/2000,0,9.7,37,19,
29/05/2000,0,5.45,37,19,
30/05/2000,0,7.65,32,18,
31/05/2000,0,7.05,33,19,
1/6/2000,0,7.58,31,19,
2/6/2000,0,8,30,19,
3/6/2000,0,7.58,31,16,
4/6/2000,0,9.19,35,15,
5/6/2000,0,7.69,32,15,
6/6/2000,0,8.06,34,18,
7/6/2000,0.01,4.8,28,17,
8/6/2000,1.9,5.85,33,16,
9/6/2000,25,6.05,31,18,
10/6/2000,5.3,6.1,30,17,
11/6/2000,6,2.4,31,17,
12/6/2000,1.6,14.2,26,17,
13/06/2000,0,NULO,30,18,
14/06/2000,23,15.25,31,18,
15/06/2000,0.01,NULO,32,16,
16/06/2000,4.5,3.8,32,17,
17/06/2000,0,6.4,32,17,
18/06/2000,0,5.1,29,18,
19/06/2000,0,6.33,29,19,
20/06/2000,0,5.92,29,17,
21/06/2000,0.4,4.74,30,18,
22/06/2000,8.5,9.35,29,19,
23/06/2000,0,0.8,32,18,
24/06/2000,0,7,33.5,16,
25/06/2000,0,7.6,33,16,
26/06/2000,0,6.7,32,19,
27/06/2000,0,8.3,30,18,
28/06/2000,0,8,32,16,
29/06/2000,0,7,33,17,
30/06/2000,4,4.7,33,19,
1/7/2000,0,8.1,33,16.5,
2/7/2000,0,5.93,33,17,
3/7/2000,0,7.97,35,16,
4/7/2000,0,5.85,32,16,
5/7/2000,0,6.47,32,15,
6/7/2000,0.01,7.45,34,16,
7/7/2000,0.01,5.54,32,18,
8/7/2000,0,6.14,33,16,
9/7/2000,0,5.25,31,16,
10/7/2000,0,6.45,30,19,
11/7/2000,0,9,32,17,
12/7/2000,0,8.88,33,18,
13/07/2000,0,7.2,35,16,
14/07/2000,0,7.88,35,15,
15/07/2000,0,9.12,37,15,
16/07/2000,0,7.54,34,16,
17/07/2000,0,7.86,36,15,
18/07/2000,0,7.15,34,17,
19/07/2000,0,7.91,31,17,
20/07/2000,0,8.14,31,16,
21/07/2000,0,7.9,35,16,
22/07/2000,0,4.3,31,17,
23/07/2000,0,4.9,33,16,
24/07/2000,0,9,33,16,
25/07/2000,0,7.75,31,16,
26/07/2000,0,8.15,32,16,
27/07/2000,0,6.2,32,16,
28/07/2000,0.01,3.75,33,18,
29/07/2000,4,8.1,33,16,
30/07/2000,0,5.47,30,15,
31/07/2000,0.01,5.13,33,16,
1/8/2000,0,9.75,32,17,
2/8/2000,0,7.8,33,16,
3/8/2000,14.6,2.5,33,16,
4/8/2000,0,8.1,33,17,
5/8/2000,0,6.58,33,17,
6/8/2000,0,5.87,35,17,
7/8/2000,0,3.75,34,17,
8/8/2000,10,9.85,33,17,
9/8/2000,7.8,2.2,25,17,
10/8/2000,0,5.87,25,14,
11/8/2000,0,5.43,27,14,
12/8/2000,0.01,5.9,28,16,
13/08/2000,0,5.8,31,15,
14/08/2000,0,4.1,31,16,
15/08/2000,1.5,3.5,33,16,
16/08/2000,0,6.5,29,15,
17/08/2000,0,6.98,31,13.5,
18/08/2000,0,6.25,33,13,
19/08/2000,0.01,7.97,32,13,
20/08/2000,5,9.1,32,14,
21/08/2000,0,4,34,14,
22/08/2000,0,4.9,28,17,
23/08/2000,2,5.75,30,16,
24/08/2000,0,8.36,31,15,
25/08/2000,0,8.19,32,15,
26/08/2000,0,7.3,32,15,
27/08/2000,0,5.4,33,15,
28/08/2000,0,7.25,34,16,
29/08/2000,1.6,8.65,35,16,
30/08/2000,0,6.3,35,16,
31/08/2000,0,5.97,35,16,
1/9/2000,0,6.73,34,16,
2/9/2000,0.01,9.3,33,16,
3/9/2000,2.4,4.85,31,16,
4/9/2000,0,8.5,31,16,
5/9/2000,0,8.5,32,15,
6/9/2000,0,7.1,33,15,
7/9/2000,0,8.9,33,15,
8/9/2000,0,6.9,34,15,
9/9/2000,0,7.14,36,16,
10/9/2000,0,6.88,36,15,
11/9/2000,0,6.85,36,15,
12/9/2000,0,6.9,35,15,
13/09/2000,0.2,7.2,34,15,
14/09/2000,0,3.85,31,15,
15/09/2000,0.01,4.25,30,14,
16/09/2000,4,7.82,29,14,
17/09/2000,0.01,4.21,29,14,
18/09/2000,0,3.25,31,15,
19/09/2000,0,4.54,31,15,
20/09/2000,13,11.58,33,15,
21/09/2000,14,7.62,30,16,
22/09/2000,36,1.75,33,17,
23/09/2000,0,2.98,33,17,
24/09/2000,1,4.27,33,17,
25/09/2000,3,3.1,28,17,
26/09/2000,0,3,25,16,
27/09/2000,0,4.1,29,14,
28/09/2000,0,4.07,28,15,
29/09/2000,0,4.03,28,15,
30/09/2000,0,4.5,29,10,
1/10/2000,0,4.37,33,14,
2/10/2000,0,4.53,34,10,
3/10/2000,0,3.7,33,10,
4/10/2000,0,4.4,31,11,
5/10/2000,0.01,3.75,32,12,
6/10/2000,0.01,4.09,32,13,
7/10/2000,0.01,5,30,13,
8/10/2000,0,2.3,24,16,
9/10/2000,0,2.3,23,13,
10/10/2000,0,4.9,27,12,
11/10/2000,0,5.2,27,13,
12/10/2000,0,3.6,29,14,
13/10/2000,0,4.7,29,13,
14/10/2000,0,3.05,29,14,
15/10/2000,0,3.2,29,16,
16/10/2000,0,2.97,31.5,14,
17/10/2000,0,3.46,30,14,
18/10/2000,0,3.94,29,12,
19/10/2000,0,4.1,29,14,
20/10/2000,0.01,4,31,12,
21/10/2000,8,3.7,32,15,
22/10/2000,0,3.25,29,15.5,
23/10/2000,0.01,3.05,27,16,
24/10/2000,0,4.55,27,16,
25/10/2000,0,3.15,28,14,
26/10/2000,0,3.32,29,15,
27/10/2000,0,4.12,30,15,
28/10/2000,0,3.06,31,14,
29/10/2000,0,4.6,31,13,
30/10/2000,0,4.2,33,14,
31/10/2000,0,3.1,32,13,
1/11/2000,0.5,3.37,32,14,
2/11/2000,0,2.48,33,15,
3/11/2000,0,3.25,30,15,
4/11/2000,0,4.58,32,18,
5/11/2000,0,3.92,32,15,
6/11/2000,0,5.65,32,14,
7/11/2000,0,5.1,32,15,
8/11/2000,0,4.8,33,11,
9/11/2000,0,4.65,33,10,
10/11/2000,0,4.75,33,8,
11/11/2000,0,5.26,34,11,
12/11/2000,0,5.29,35,10,
13/11/2000,0,5.4,35,11,
14/11/2000,0,4.3,25,16,
15/11/2000,0,3,30,12,
16/11/2000,0,3.48,31,14,
17/11/2000,0,3.54,32,12,
18/11/2000,0,3.36,32,12,
19/11/2000,0,4.02,29,12,
20/11/2000,0,2.1,22,12,
21/11/2000,0,2.7,21,11,
22/11/2000,0,3.15,24,12,
23/11/2000,0,2.75,32,11,
24/11/2000,0.01,1.3,32,12,
25/11/2000,0,0.6,31,13,
26/11/2000,0,0.2,29,13,
27/11/2000,6,6.25,26,13,
28/11/2000,0,3.3,28,13,
29/11/2000,0,3.15,30,11,
30/11/2000,0,2.9,27,10,
1/12/2000,0,3.45,26,10,
2/12/2000,0,3.28,25,10,
3/12/2000,0,3.27,26,7,
4/12/2000,0,3.22,25,7,
5/12/2000,0.01,1.93,18,12,
6/12/2000,0,3.85,29,8,
7/12/2000,0,4,27,8,
8/12/2000,0,4.15,30,8,
9/12/2000,0,3.85,31,7,
10/12/2000,0,3.58,31,7,
11/12/2000,0,4.42,32,7,
12/12/2000,0,2.4,26,8,
13/12/2000,0,3.75,32,10,
14/12/2000,0,4.5,30,9.5,
15/12/2000,0,3.74,31,10,
16/12/2000,0,4.11,32,8,
17/12/2000,0,3.8,22,10,
18/12/2000,0,3.9,29,6,
19/12/2000,0,3.1,20,6,
20/12/2000,0,2.8,28,1,
21/12/2000,0,3.7,28,7,
22/12/2000,0,3.1,28,3,
23/12/2000,0,3.45,28,5,
24/12/2000,0,2.95,28,5,
25/12/2000,0,2.7,27,7,
26/12/2000,0,2.4,26,11,
27/12/2000,0.01,2.6,27,9,
28/12/2000,1.3,0.9,21,12,
29/12/2000,0,2.1,15,11,
30/12/2000,0.1,1.4,18,8,
31/12/2000,0,2.55,27,8,
1/1/2001,0,2,22,9,
2/1/2001,0,2.63,21,9,
3/1/2001,0,1.97,18,11,
4/1/2001,0,3.65,24,10,
5/1/2001,0,3.8,28,5,
6/1/2001,0,3.48,33,6,
7/1/2001,0,4.02,32,7,
8/1/2001,0,2.9,22,7,
9/1/2001,7,1.85,16,10,
10/1/2001,0,0.75,26,9,
11/1/2001,0,3.8,28,10,
12/1/2001,0,3.75,29,9,
13/01/2001,0,2.85,31,9,
14/01/2001,0,3.6,30,10,
15/01/2001,0,3.4,31,9,
16/01/2001,0,5.4,32,11,
17/01/2001,0,4.15,32,12,
18/01/2001,0,4.94,31,12,
19/01/2001,0,5.01,28,11,
20/01/2001,0,4,23,4,
21/01/2001,0,4,26,3,
22/01/2001,0,3,23,3,
23/01/2001,0,2.55,29,3.5,
24/01/2001,0,3.85,24,4,
25/01/2001,0,3.9,25,8,
26/01/2001,0,3.76,28,8,
27/01/2001,0,3.44,30,8,
28/01/2001,0,4.8,30,9,
29/01/2001,0,4.7,32,10,
30/01/2001,0,4.3,34,12,
31/01/2001,0,6.8,32,15,
1/2/2001,0,2.58,30,12,
2/2/2001,0,3.12,23,8,
3/2/2001,0.01,3.48,25,8,
4/2/2001,0,3.12,26,9,
5/2/2001,0,2.9,19,9,
6/2/2001,0,3.4,30,7.5,
7/2/2001,0,5.9,31,8,
8/2/2001,0,3.6,32,10.5,
9/2/2001,0,3.89,28,11,
10/2/2001,0,3.58,26,12,
11/2/2001,0,4.23,30,13,
12/2/2001,0,4.3,30,9,
13/02/2001,0,5.15,32,10,
14/02/2001,0,6.8,33,11,
15/02/2001,0,5.2,33,12,
16/02/2001,0,5.05,28,13,
17/02/2001,0,5.95,27,11,
18/02/2001,0,3.5,24,11.5,
19/02/2001,0,4.8,32,10,
20/02/2001,0,5.7,33,9,
21/02/2001,0,5.25,32,10,
22/02/2001,0,3.75,28,11,
23/02/2001,0.01,4.15,32,13,
24/02/2001,0,3.08,30,14,
25/02/2001,0,3.14,31,12,
26/02/2001,5.1,8.13,31,12,
27/02/2001,0.2,2.6,31,12,
28/02/2001,8,6.6,33,11,
1/3/2001,0.01,3.45,29,12.5,
2/3/2001,0.4,3.35,28,13,
3/3/2001,0,5.87,29,14,
4/3/2001,0,6.83,30,14,
5/3/2001,0,5.05,21,11,
6/3/2001,0,4.49,30,8,
7/3/2001,0,3.56,30,10,
8/3/2001,0,4.6,35,10,
9/3/2001,0,6.25,35,10,
10/3/2001,0,7.15,35,13,
11/3/2001,0,7.84,35,13,
12/3/2001,0,8.16,37,12,
13/03/2001,0,7.1,35,14,
14/03/2001,0,9.2,36,15,
15/03/2001,0,5.78,36,16,
16/03/2001,0,6.12,28,13,
17/03/2001,0,6,35,11,
18/03/2001,0,5.65,34,11,
19/03/2001,0,5.15,26,15,
20/03/2001,0,4.7,26,16,
21/03/2001,0,7.2,31,7,
22/03/2001,0,5.95,34,10,
23/03/2001,0,5.98,35,12,
24/03/2001,0.3,6.42,37,13,
25/03/2001,0.4,4.55,29,14,
26/03/2001,0,4.88,32,13,
27/03/2001,0,9,33,14,
28/03/2001,0,9.65,33,14,
29/03/2001,0,6.98,35,14,
30/03/2001,0,7.54,36,11,
31/03/2001,0,8.6,37,12,
1/4/2001,0,6.15,39,12,
2/4/2001,0,6.25,40,14,
3/4/2001,0,7.9,39,14,
4/4/2001,0,8.25,40,17,
5/4/2001,0,7.58,40,15,
6/4/2001,0,8.1,39,16,
7/4/2001,0,7.36,38,15,
8/4/2001,0,6.68,29,16,
9/4/2001,0,8.25,40,14,
10/4/2001,0,8.57,41,16,
11/4/2001,0,7.56,40,20,
12/4/2001,0,7.98,40,18,
13/04/2001,0,9.87,41,17,
14/04/2001,0,8.3,37,17,
15/04/2001,0,6.15,39,16,
16/04/2001,0,7.14,38,16,
17/04/2001,0,7.98,38,16,
18/04/2001,0,6.31,36,14,
19/04/2001,0,6.25,34,14,
20/04/2001,2.2,7.12,38,16,
21/04/2001,0,4.25,35,16,
22/04/2001,2.9,7.1,38,16,
23/04/2001,0.01,7.8,38,15,
24/04/2001,0.2,3.7,27,16,
25/04/2001,1.4,3.15,26,16.5,
26/04/2001,0.2,2.87,27,15,
27/04/2001,0.01,2.03,27,13,
28/04/2001,0,5.98,32,13,
29/04/2001,0,5.87,30,13,
30/04/2001,0.1,5.65,34,11,
1/5/2001,2.4,6.27,35,14,
2/5/2001,0,3.48,36,17.4,
3/5/2001,0,6.25,34,16,
4/5/2001,0,6.5,36,15,
5/5/2001,0,5.7,38,16,
6/5/2001,0.01,5.85,38,17,
7/5/2001,0.2,4.9,35,16,
8/5/2001,0,4.12,28,15,
9/5/2001,0,4.36,29,13,
10/5/2001,3.9,8.32,32,16,
11/5/2001,10.4,5.16,33,11,
12/5/2001,0.2,1.8,27,12,
13/05/2001,0.01,5.65,27,12,
14/05/2001,0,5.14,30,13,
15/05/2001,0,6.12,30,12,
16/05/2001,0,7.23,35,15,
17/05/2001,0,9.47,39,16,
18/05/2001,0,9.43,39,15,
19/05/2001,0,8.74,39,17,
20/05/2001,4.1,7.21,40,18,
21/05/2001,4,7.25,40,17,
22/05/2001,5,3.95,27,16,
23/05/2001,1.4,4.95,32,15,
24/05/2001,0,7,35,16,
25/05/2001,0,6.8,36,15,
26/05/2001,0,8.4,34,15,
27/05/2001,0,6.45,36,15,
28/05/2001,0,5.7,31,16,
29/05/2001,0,9.8,38,17,
30/05/2001,0,7.25,37,16,
31/05/2001,0,7.68,36,15,
1/6/2001,0,6.98,37,18,
2/6/2001,0,9.89,39,17,
3/6/2001,0,9.84,39,18,
4/6/2001,0,8.96,38,18,
5/6/2001,22,6.05,38,18,
6/6/2001,0,6.98,36,17,
7/6/2001,0,7.12,37,16,
8/6/2001,0,7.08,38,16,
9/6/2001,0.01,7.11,36,17,
10/6/2001,0,6.97,37,18,
11/6/2001,20.6,6.64,38,17,
12/6/2001,1,5.25,36,18,
13/06/2001,1.5,5.6,36,16,
14/06/2001,1.5,6.6,36,17,
15/06/2001,0.3,4.9,37,17,
16/06/2001,0,4.3,36,16,
17/06/2001,0.1,9.97,36,16,
18/06/2001,0,10.13,36,16,
19/06/2001,0,6.4,33,15,
20/06/2001,3,6.2,32,16,
21/06/2001,9,4.7,32,17,
22/06/2001,0,7.4,32,18,
23/06/2001,9,9.7,32,19,
24/06/2001,0,3.87,33,16,
25/06/2001,0,3.58,32,16,
26/06/2001,0,6.55,32,15,
27/06/2001,2,2.7,33,17,
28/06/2001,0,5.32,26,16,
29/06/2001,0,6.12,29,16,
30/06/2001,0,4.99,32,17,
1/7/2001,1.5,6.97,33,16,
2/7/2001,0,6.65,31,14,
3/7/2001,0.2,5.85,29,18,
4/7/2001,0,4.6,28,16,
5/7/2001,0,7.6,31,17,
6/7/2001,0,8.15,33,17,
7/7/2001,0,7.1,33,16,
8/7/2001,3.1,5.05,34,15,
9/7/2001,0,5.95,35,16,
10/7/2001,0,8.7,36,15,
11/7/2001,0,6.3,35,15,
12/7/2001,0,6.7,34,16,
13/07/2001,0,6.25,33,15,
14/07/2001,0,5.86,36,16,
15/07/2001,0.5,6.76,35,16,
16/07/2001,0,7.63,38,15,
17/07/2001,0,8.1,36,16,
18/07/2001,0,7.6,34,15,
19/07/2001,0,8.6,35,17,
20/07/2001,0,8.4,34,16,
21/07/2001,0,6.25,33,17,
22/07/2001,10,8.85,39,16,
23/07/2001,12.2,7.9,37,15,
24/07/2001,7.4,6.9,34,16,
25/07/2001,0.7,4.95,32,15,
26/07/2001,0.2,4.4,34,17,
27/07/2001,0,7.68,34,18,
28/07/2001,0,8.32,34,16,
29/07/2001,0.01,5.97,34,17,
30/07/2001,0,6.03,35,16,
31/07/2001,5,2.43,33,15,
1/8/2001,0,9.5,34,18,
2/8/2001,2.2,6.52,32,16,
3/8/2001,0,4.92,32,17,
4/8/2001,0,6.7,30,18,
5/8/2001,0,7.1,33,16,
6/8/2001,0,6.09,34,16,
7/8/2001,0,8.1,34,19,
8/8/2001,0,8.9,33,17,
9/8/2001,0.01,7.3,34,17,
10/8/2001,0,7,34,18,
11/8/2001,1.7,5.51,33,16,
12/8/2001,0.01,6.87,33,18,
13/08/2001,0,6.82,33,17,
14/08/2001,0,5.25,33,16,
15/08/2001,0,9.65,35,16,
16/08/2001,0.9,6.77,35,17,
17/08/2001,0,6.23,34,16,
18/08/2001,0,9,37,17,
19/08/2001,0,7.8,37,15,
20/08/2001,0,6.85,36,16,
21/08/2001,0,6.6,35,17,
22/08/2001,0,10.8,34,16,
23/08/2001,0.01,7.15,32,17,
24/08/2001,3.4,4.45,30,18,
25/08/2001,8.8,5.8,32,17,
26/08/2001,0.8,2.25,28,18,
27/08/2001,10.6,1.65,29,17,
28/08/2001,9.8,4.3,29,17,
29/08/2001,72.1,9.57,33,16,
30/08/2001,20.1,9.57,32,18,
31/08/2001,23,7.1,31,18,
1/9/2001,10.2,8.07,31,17,
2/9/2001,0,9.68,32,16,
3/9/2001,0,5,32,18,
4/9/2001,0,6.95,33,18,
5/9/2001,0,8.2,32,17,
6/9/2001,0,8.2,34,18,
7/9/2001,0,4.3,32,19,
8/9/2001,0,6.84,34,17,
9/9/2001,0.01,6.66,35,17,
10/9/2001,2.3,0.75,27,18,
11/9/2001,0.2,4.85,30,18,
12/9/2001,0,6.25,31,17,
13/09/2001,0,5.05,31,17,
14/09/2001,0,4.7,30,15,
15/09/2001,0,6.45,31,13,
16/09/2001,0,5.45,31,12,
17/09/2001,0,6.24,32,14,
18/09/2001,0,7.26,33,16,
19/09/2001,0.1,5.78,36,16,
20/09/2001,0,6.52,34,17,
21/09/2001,0.01,6.12,33,17,
22/09/2001,1.3,6.73,30,16,
23/09/2001,3.4,2.7,28,17,
24/09/2001,0.01,2.95,24,16,
25/09/2001,0.01,0.3,21,16,
26/09/2001,0,4.32,27,15,
27/09/2001,0,4.85,27,16,
28/09/2001,0,4.18,30,15,
29/09/2001,0,5.2,29,14,
30/09/2001,0,4.55,26,11,
1/10/2001,0,5.05,26,11,
2/10/2001,2.7,3.27,27,13,
3/10/2001,9.5,1.05,28,15,
4/10/2001,0.01,3.83,30,16,
5/10/2001,0.01,4.3,34,15,
6/10/2001,0,5.83,30,15,
7/10/2001,0,5.97,30,18,
8/10/2001,0,5.7,30,14,
9/10/2001,0,5.3,32,16,
10/10/2001,0,4.6,30,15,
11/10/2001,3.7,4,34,18,
12/10/2001,0.01,4.05,34,16,
13/10/2001,0,4.8,33,16,
14/10/2001,0,4.4,34,16,
15/10/2001,0,3.24,32,16,
16/10/2001,0.6,3.38,24,13,
17/10/2001,0,3.78,23,12,
18/10/2001,0,3.2,31,14,
19/10/2001,0,7.54,32,11,
20/10/2001,0,3.66,32,9,
21/10/2001,0,5.65,32,8,
22/10/2001,0,6.05,34,9,
23/10/2001,0,5.9,36,8,
24/10/2001,0,5.9,36,13,
25/10/2001,0,3.45,30,14,
26/10/2001,0.2,2.45,25,18,
27/10/2001,0.4,2.45,25,17,
28/10/2001,0,1.5,24,11,
29/10/2001,0,4.31,23,10,
30/10/2001,0,3.95,27,9,
31/10/2001,0,4.14,29,8,
1/11/2001,0,5.08,32,8,
2/11/2001,0,4.37,31,11,
3/11/2001,0.2,3.35,26,10,
4/11/2001,0.01,3.3,24,11,
5/11/2001,1,1.1,27,12,
6/11/2001,0,3.05,26,11,
7/11/2001,0,4.25,27,10,
8/11/2001,0,3.9,28,8,
9/11/2001,0,3.6,24,9,
10/11/2001,0,3.6,25,10,
11/11/2001,0,3.6,26,9,
12/11/2001,0,2.65,25,10,
13/11/2001,0,3.35,28,9,
14/11/2001,0,3.7,30,11,
15/11/2001,0,3.6,28,12,
16/11/2001,0,3.35,30,12,
17/11/2001,0.01,2.64,25,12,
18/11/2001,0,3.01,27,12,
19/11/2001,0,4.25,30,11,
20/11/2001,0,2.88,25,10,
21/11/2001,2.7,1.77,26,12,
22/11/2001,0,3.3,28,11,
23/11/2001,0,2.95,31,11,
24/11/2001,0,2.77,31,8,
25/11/2001,0,3.48,31,7,
26/11/2001,0,3.2,33,10,
27/11/2001,0,8.6,32,10,
28/11/2001,0,6.2,34,12,
29/11/2001,0,5.26,32,12,
30/11/2001,0,5.19,34,8,
1/12/2001,0,3.5,31,7,
2/12/2001,0,4.12,28,10,
3/12/2001,0,4.54,29,9,
4/12/2001,0,4.09,27,11,
5/12/2001,0,2.55,29,11,
6/12/2001,0,4.7,27,13,
7/12/2001,0,3.29,29,11,
8/12/2001,0,3.58,26,10.5,
9/12/2001,0,2.34,25,10,
10/12/2001,0,3.82,25,8,
11/12/2001,0,4.65,29,10,
12/12/2001,0,4.85,22,10,
13/12/2001,0,3.54,31,11,
14/12/2001,0,3.36,33,12,
15/12/2001,0,2.72,28,10,
16/12/2001,0,3.58,32,12,
17/12/2001,0,3.41,30,11,
18/12/2001,0,3.56,30,11,
19/12/2001,0,3.78,32,11,
20/12/2001,0,1.25,20,11,
21/12/2001,0,1.95,28,5,
22/12/2001,0,2.11,30,7,
23/12/2001,3,1.19,31,10,
24/12/2001,0,2.58,30,10,
25/12/2001,0,2.77,24,9,
26/12/2001,0,2.5,17,9,
27/12/2001,0,2.45,20,9,
28/12/2001,0,2.18,28,6,
29/12/2001,0,4.65,28,7,
30/12/2001,0,4.22,31,7,
31/12/2001,0,3.3,31,7,
1/1/2002,0,3.65,30,8,
